,station,date,prcp,tobs
12243,USC00519281,2010-02-26,0.01,72
12244,USC00519281,2010-02-27,0.0,68
12245,USC00519281,2010-02-28,0.12,68
12246,USC00519281,2010-03-01,0.01,68
12247,USC00519281,2010-03-02,0.0,71
12248,USC00519281,2010-03-03,0.0,69
12249,USC00519281,2010-03-04,0.4,65
12250,USC00519281,2010-03-05,0.33,67
12251,USC00519281,2010-03-06,0.51,71
12252,USC00519281,2010-03-07,0.08,70
12253,USC00519281,2010-03-08,0.53,69
12254,USC00519281,2010-03-09,0.04,69
12255,USC00519281,2010-03-10,0.45,70
12256,USC00519281,2010-03-11,0.01,69
12257,USC00519281,2010-03-12,0.12,70
12258,USC00519281,2010-03-13,0.0,73
12259,USC00519281,2010-03-14,0.0,74
12260,USC00519281,2010-03-15,0.23,67
12261,USC00519281,2010-03-16,0.5,68
12262,USC00519281,2010-03-17,0.19,64
12263,USC00519281,2010-03-18,0.69,65
12264,USC00519281,2010-03-19,0.19,68
12265,USC00519281,2010-03-20,0.0,68
12266,USC00519281,2010-03-21,0.05,72
12267,USC00519281,2010-03-22,0.0,67
12268,USC00519281,2010-03-23,0.0,64
12269,USC00519281,2010-03-24,0.02,71
12270,USC00519281,2010-03-25,0.06,70
12271,USC00519281,2010-03-26,0.12,72
12272,USC00519281,2010-03-27,0.0,73
12273,USC00519281,2010-03-28,0.0,74
12274,USC00519281,2010-03-29,0.01,69
12275,USC00519281,2010-03-30,0.03,71
12276,USC00519281,2010-03-31,0.0,72
12277,USC00519281,2010-04-01,0.03,71
12278,USC00519281,2010-04-02,0.11,74
12279,USC00519281,2010-04-03,0.18,73
12280,USC00519281,2010-04-04,0.11,71
12281,USC00519281,2010-04-05,0.57,71
12282,USC00519281,2010-04-06,0.16,69
12283,USC00519281,2010-04-07,3.99,69
12284,USC00519281,2010-04-08,0.1,72
12285,USC00519281,2010-04-09,0.01,68
12286,USC00519281,2010-04-10,0.14,75
12287,USC00519281,2010-04-11,0.02,69
12288,USC00519281,2010-04-12,0.0,65
12289,USC00519281,2010-04-13,0.02,68
12290,USC00519281,2010-04-14,0.14,65
12291,USC00519281,2010-04-15,0.0,66
12292,USC00519281,2010-04-16,0.0,64
12293,USC00519281,2010-04-17,0.03,69
12294,USC00519281,2010-04-18,0.0,69
12295,USC00519281,2010-04-19,0.0,70
12296,USC00519281,2010-04-20,0.02,69
12297,USC00519281,2010-04-21,0.13,69
12298,USC00519281,2010-04-22,0.02,69
12299,USC00519281,2010-04-23,0.18,70
12300,USC00519281,2010-04-24,0.0,77
12301,USC00519281,2010-04-25,0.0,77
12302,USC00519281,2010-04-26,0.0,71
12303,USC00519281,2010-04-27,0.0,71
12304,USC00519281,2010-04-28,0.04,70
12305,USC00519281,2010-04-29,0.07,70
12306,USC00519281,2010-04-30,0.17,72
12307,USC00519281,2010-05-01,0.39,73
12308,USC00519281,2010-05-02,0.11,71
12309,USC00519281,2010-05-03,1.06,70
12310,USC00519281,2010-05-04,0.11,72
12311,USC00519281,2010-05-05,0.0,73
12312,USC00519281,2010-05-06,0.01,72
12313,USC00519281,2010-05-07,0.16,68
12314,USC00519281,2010-05-08,0.01,76
12315,USC00519281,2010-05-09,0.0,77
12316,USC00519281,2010-05-10,0.0,73
12317,USC00519281,2010-05-11,0.06,69
12318,USC00519281,2010-05-12,0.02,71
12319,USC00519281,2010-05-13,0.06,73
12320,USC00519281,2010-05-14,0.0,73
12321,USC00519281,2010-05-15,0.14,77
12322,USC00519281,2010-05-16,0.13,73
12323,USC00519281,2010-05-17,0.01,73
12324,USC00519281,2010-05-18,0.0,72
12325,USC00519281,2010-05-19,0.0,72
12326,USC00519281,2010-05-20,0.28,71
12327,USC00519281,2010-05-21,0.02,73
12328,USC00519281,2010-05-22,0.18,72
12329,USC00519281,2010-05-23,0.28,72
12330,USC00519281,2010-05-24,0.22,72
12331,USC00519281,2010-05-25,0.33,72
12332,USC00519281,2010-05-26,0.09,73
12333,USC00519281,2010-05-27,0.0,69
12334,USC00519281,2010-05-28,0.0,69
12335,USC00519281,2010-05-29,0.8,75
12336,USC00519281,2010-05-30,0.01,74
12337,USC00519281,2010-05-31,0.04,75
12338,USC00519281,2010-06-01,0.0,71
12339,USC00519281,2010-06-02,0.03,71
12340,USC00519281,2010-06-03,0.0,72
12341,USC00519281,2010-06-04,0.0,72
12342,USC00519281,2010-06-05,0.0,76
12343,USC00519281,2010-06-06,0.0,77
12344,USC00519281,2010-06-07,0.12,71
12345,USC00519281,2010-06-08,0.0,73
12346,USC00519281,2010-06-09,0.0,73
12347,USC00519281,2010-06-10,0.0,75
12348,USC00519281,2010-06-11,0.0,81
12349,USC00519281,2010-06-12,0.0,74
12350,USC00519281,2010-06-13,0.04,77
12351,USC00519281,2010-06-14,0.06,70
12352,USC00519281,2010-06-15,0.11,69
12353,USC00519281,2010-06-16,0.0,70
12354,USC00519281,2010-06-17,0.02,72
12355,USC00519281,2010-06-18,0.19,71
12356,USC00519281,2010-06-19,0.33,77
12357,USC00519281,2010-06-20,0.0,76
12358,USC00519281,2010-06-21,0.0,74
12359,USC00519281,2010-06-22,0.0,74
12360,USC00519281,2010-06-23,0.02,74
12361,USC00519281,2010-06-24,0.07,74
12362,USC00519281,2010-06-25,0.09,71
12363,USC00519281,2010-06-26,0.41,80
12364,USC00519281,2010-06-27,0.05,77
12365,USC00519281,2010-06-28,0.0,72
12366,USC00519281,2010-06-29,0.05,72
12367,USC00519281,2010-06-30,0.0,73
12368,USC00519281,2010-07-01,0.0,73
12369,USC00519281,2010-07-02,0.23,71
12370,USC00519281,2010-07-03,0.38,72
12371,USC00519281,2010-07-04,0.38,73
12372,USC00519281,2010-07-05,0.08,74
12373,USC00519281,2010-07-06,0.14,70
12374,USC00519281,2010-07-07,0.21,70
12375,USC00519281,2010-07-08,0.06,73
12376,USC00519281,2010-07-09,0.02,74
12377,USC00519281,2010-07-10,0.19,74
12378,USC00519281,2010-07-11,0.0,77
12379,USC00519281,2010-07-12,0.0,70
12380,USC00519281,2010-07-13,0.62,69
12381,USC00519281,2010-07-14,0.2,70
12382,USC00519281,2010-07-15,0.14,70
12383,USC00519281,2010-07-16,0.01,76
12384,USC00519281,2010-07-17,0.04,72
12385,USC00519281,2010-07-18,0.31,74
12386,USC00519281,2010-07-19,0.02,73
12387,USC00519281,2010-07-20,0.1,74
12388,USC00519281,2010-07-21,0.0,72
12389,USC00519281,2010-07-22,0.19,74
12390,USC00519281,2010-07-23,0.07,72
12391,USC00519281,2010-07-24,0.35,74
12392,USC00519281,2010-07-25,0.0,74
12393,USC00519281,2010-07-26,0.0,72
12394,USC00519281,2010-07-27,0.01,69
12395,USC00519281,2010-07-28,0.16,71
12396,USC00519281,2010-07-29,0.02,72
12397,USC00519281,2010-07-30,0.0,74
12398,USC00519281,2010-07-31,0.04,77
12399,USC00519281,2010-08-01,0.14,72
12400,USC00519281,2010-08-02,0.27,71
12401,USC00519281,2010-08-03,0.02,74
12402,USC00519281,2010-08-04,0.28,74
12403,USC00519281,2010-08-05,0.11,70
12404,USC00519281,2010-08-06,0.16,73
12405,USC00519281,2010-08-07,0.17,78
12406,USC00519281,2010-08-08,0.12,74
12407,USC00519281,2010-08-09,0.12,72
12408,USC00519281,2010-08-10,0.0,74
12409,USC00519281,2010-08-11,0.0,74
12410,USC00519281,2010-08-12,0.02,74
12411,USC00519281,2010-08-13,0.08,72
12412,USC00519281,2010-08-14,0.0,78
12413,USC00519281,2010-08-15,0.0,76
12414,USC00519281,2010-08-16,0.21,80
12415,USC00519281,2010-08-17,0.31,79
12416,USC00519281,2010-08-18,0.05,78
12417,USC00519281,2010-08-19,0.43,78
12418,USC00519281,2010-08-20,0.02,78
12419,USC00519281,2010-08-21,0.0,77
12420,USC00519281,2010-08-22,0.0,75
12421,USC00519281,2010-08-23,0.0,75
12422,USC00519281,2010-08-24,0.0,80
12423,USC00519281,2010-08-25,0.19,74
12424,USC00519281,2010-08-26,0.05,73
12425,USC00519281,2010-08-27,0.12,73
12426,USC00519281,2010-08-28,0.0,78
12427,USC00519281,2010-08-29,0.19,78
12428,USC00519281,2010-08-30,0.01,72
12429,USC00519281,2010-08-31,0.16,70
12430,USC00519281,2010-09-01,0.01,72
12431,USC00519281,2010-09-02,0.16,70
12432,USC00519281,2010-09-03,0.26,71
12433,USC00519281,2010-09-04,0.04,82
12434,USC00519281,2010-09-05,0.16,71
12435,USC00519281,2010-09-06,0.11,75
12436,USC00519281,2010-09-07,0.16,70
12437,USC00519281,2010-09-08,0.15,72
12438,USC00519281,2010-09-09,0.01,73
12439,USC00519281,2010-09-10,0.01,72
12440,USC00519281,2010-09-11,0.05,79
12441,USC00519281,2010-09-12,0.0,79
12442,USC00519281,2010-09-13,0.0,78
12443,USC00519281,2010-09-14,0.06,70
12444,USC00519281,2010-09-15,0.02,75
12445,USC00519281,2010-09-16,0.0,75
12446,USC00519281,2010-09-17,0.0,75
12447,USC00519281,2010-09-18,0.04,77
12448,USC00519281,2010-09-19,0.19,76
12449,USC00519281,2010-09-20,0.05,75
12450,USC00519281,2010-09-21,0.0,73
12451,USC00519281,2010-09-22,0.39,74
12452,USC00519281,2010-09-23,0.89,70
12453,USC00519281,2010-09-24,0.0,70
12454,USC00519281,2010-09-25,0.0,75
12455,USC00519281,2010-09-26,0.0,77
12456,USC00519281,2010-09-27,0.02,68
12457,USC00519281,2010-09-28,0.0,68
12458,USC00519281,2010-09-29,0.0,68
12459,USC00519281,2010-09-30,0.44,68
12460,USC00519281,2010-10-01,0.77,71
12461,USC00519281,2010-10-02,1.15,74
12462,USC00519281,2010-10-03,0.09,78
12463,USC00519281,2010-10-04,0.08,74
12464,USC00519281,2010-10-05,0.22,75
12465,USC00519281,2010-10-06,0.16,71
12466,USC00519281,2010-10-07,0.0,69
12467,USC00519281,2010-10-08,0.0,69
12468,USC00519281,2010-10-09,0.0,79
12469,USC00519281,2010-10-10,0.05,76
12470,USC00519281,2010-10-11,0.02,75
12471,USC00519281,2010-10-12,0.0,74
12472,USC00519281,2010-10-13,0.06,71
12473,USC00519281,2010-10-14,0.0,71
12474,USC00519281,2010-10-15,0.0,70
12475,USC00519281,2010-10-16,0.0,74
12476,USC00519281,2010-10-17,0.0,76
12477,USC00519281,2010-10-18,0.03,67
12478,USC00519281,2010-10-19,0.2,70
12479,USC00519281,2010-10-20,0.0,67
12480,USC00519281,2010-10-21,1.91,72
12481,USC00519281,2010-10-22,1.16,72
12482,USC00519281,2010-10-23,0.02,74
12483,USC00519281,2010-10-24,0.0,77
12484,USC00519281,2010-10-25,0.0,75
12485,USC00519281,2010-10-26,0.27,74
12486,USC00519281,2010-10-27,0.09,76
12487,USC00519281,2010-10-28,0.18,75
12488,USC00519281,2010-10-29,0.03,73
12489,USC00519281,2010-10-30,0.41,74
12490,USC00519281,2010-10-31,0.13,73
12491,USC00519281,2010-11-01,0.13,71
12492,USC00519281,2010-11-03,1.13,69
12493,USC00519281,2010-11-04,1.21,70
12494,USC00519281,2010-11-05,0.57,73
12495,USC00519281,2010-11-06,0.61,73
12496,USC00519281,2010-11-07,0.47,76
12497,USC00519281,2010-11-08,0.0,73
12498,USC00519281,2010-11-09,0.0,74
12499,USC00519281,2010-11-10,0.07,72
12500,USC00519281,2010-11-11,0.0,75
12501,USC00519281,2010-11-12,0.03,73
12502,USC00519281,2010-11-13,0.18,74
12503,USC00519281,2010-11-14,0.01,72
12504,USC00519281,2010-11-15,0.85,74
12505,USC00519281,2010-11-16,0.13,68
12506,USC00519281,2010-11-17,0.0,68
12507,USC00519281,2010-11-18,0.0,66
12508,USC00519281,2010-11-19,0.19,73
12509,USC00519281,2010-11-20,0.0,76
12510,USC00519281,2010-11-21,0.03,72
12511,USC00519281,2010-11-22,0.01,65
12512,USC00519281,2010-11-23,0.0,65
12513,USC00519281,2010-11-24,0.0,73
12514,USC00519281,2010-11-25,0.13,76
12515,USC00519281,2010-11-26,0.0,76
12516,USC00519281,2010-11-27,0.01,73
12517,USC00519281,2010-11-28,0.43,72
12518,USC00519281,2010-11-29,0.23,69
12519,USC00519281,2010-11-30,0.02,72
12520,USC00519281,2010-12-01,1.35,72
12521,USC00519281,2010-12-02,0.16,71
12522,USC00519281,2010-12-03,0.47,72
12523,USC00519281,2010-12-04,0.0,74
12524,USC00519281,2010-12-05,0.0,66
12525,USC00519281,2010-12-06,0.0,61
12526,USC00519281,2010-12-07,0.0,58
12527,USC00519281,2010-12-08,0.0,60
12528,USC00519281,2010-12-09,0.07,71
12529,USC00519281,2010-12-10,1.72,65
12530,USC00519281,2010-12-11,0.89,72
12531,USC00519281,2010-12-12,0.31,70
12532,USC00519281,2010-12-13,0.22,68
12533,USC00519281,2010-12-14,0.02,67
12534,USC00519281,2010-12-15,0.0,71
12535,USC00519281,2010-12-16,0.0,65
12536,USC00519281,2010-12-17,0.0,64
12537,USC00519281,2010-12-18,0.0,65
12538,USC00519281,2010-12-19,2.77,69
12539,USC00519281,2010-12-20,3.06,70
12540,USC00519281,2010-12-21,0.71,70
12541,USC00519281,2010-12-22,0.02,68
12542,USC00519281,2010-12-23,0.23,69
12543,USC00519281,2010-12-24,0.02,71
12544,USC00519281,2010-12-25,3.14,70
12545,USC00519281,2010-12-26,2.49,71
12546,USC00519281,2010-12-27,0.13,76
12547,USC00519281,2010-12-28,0.58,71
12548,USC00519281,2010-12-29,0.06,72
12549,USC00519281,2010-12-30,0.04,73
12550,USC00519281,2010-12-31,0.1,77
12551,USC00519281,2011-01-01,0.38,77
12552,USC00519281,2011-01-02,0.01,72
12553,USC00519281,2011-01-03,0.07,72
12554,USC00519281,2011-01-04,0.0,71
12555,USC00519281,2011-01-05,0.08,65
12556,USC00519281,2011-01-06,0.16,67
12557,USC00519281,2011-01-07,0.0,63
12558,USC00519281,2011-01-08,0.01,64
12559,USC00519281,2011-01-09,0.0,60
12560,USC00519281,2011-01-10,0.0,71
12561,USC00519281,2011-01-11,0.34,57
12562,USC00519281,2011-01-12,0.02,67
12563,USC00519281,2011-01-13,8.81,68
12564,USC00519281,2011-01-14,0.55,75
12565,USC00519281,2011-01-15,0.02,73
12566,USC00519281,2011-01-16,0.0,67
12567,USC00519281,2011-01-17,0.13,75
12568,USC00519281,2011-01-18,0.0,62
12569,USC00519281,2011-01-19,0.07,64
12570,USC00519281,2011-01-20,0.1,67
12571,USC00519281,2011-01-21,0.04,72
12572,USC00519281,2011-01-22,0.0,76
12573,USC00519281,2011-01-23,0.0,67
12574,USC00519281,2011-01-24,0.0,71
12575,USC00519281,2011-01-25,0.03,62
12576,USC00519281,2011-01-26,0.0,66
12577,USC00519281,2011-01-27,0.0,65
12578,USC00519281,2011-01-28,0.0,71
12579,USC00519281,2011-01-29,0.02,65
12580,USC00519281,2011-01-30,0.0,75
12581,USC00519281,2011-01-31,0.07,60
12582,USC00519281,2011-02-01,0.0,62
12583,USC00519281,2011-02-02,0.0,67
12584,USC00519281,2011-02-03,0.0,68
12585,USC00519281,2011-02-04,0.0,62
12586,USC00519281,2011-02-05,0.0,65
12587,USC00519281,2011-02-06,0.0,75
12588,USC00519281,2011-02-07,1.33,67
12589,USC00519281,2011-02-08,1.43,70
12590,USC00519281,2011-02-09,0.0,69
12591,USC00519281,2011-02-10,0.0,67
12592,USC00519281,2011-02-11,0.98,71
12593,USC00519281,2011-02-12,0.98,68
12594,USC00519281,2011-02-13,1.47,72
12595,USC00519281,2011-02-14,0.0,67
12596,USC00519281,2011-02-15,0.0,69
12597,USC00519281,2011-02-16,0.84,73
12598,USC00519281,2011-02-17,0.07,72
12599,USC00519281,2011-02-18,0.53,74
12600,USC00519281,2011-02-19,0.0,73
12601,USC00519281,2011-02-20,2.69,73
12602,USC00519281,2011-02-21,0.01,67
12603,USC00519281,2011-02-22,0.03,70
12604,USC00519281,2011-02-23,0.0,69
12605,USC00519281,2011-02-24,1.06,67
12606,USC00519281,2011-02-25,0.03,63
12607,USC00519281,2011-02-26,0.0,73
12608,USC00519281,2011-02-27,0.01,74
12609,USC00519281,2011-02-28,0.0,66
12610,USC00519281,2011-03-01,0.03,66
12611,USC00519281,2011-03-02,0.0,68
12612,USC00519281,2011-03-03,0.69,69
12613,USC00519281,2011-03-04,1.25,70
12614,USC00519281,2011-03-05,0.26,67
12615,USC00519281,2011-03-06,1.51,74
12616,USC00519281,2011-03-07,0.01,73
12617,USC00519281,2011-03-08,0.39,69
12618,USC00519281,2011-03-09,0.01,72
12619,USC00519281,2011-03-10,2.39,70
12620,USC00519281,2011-03-11,0.34,70
12621,USC00519281,2011-03-12,0.01,76
12622,USC00519281,2011-03-13,0.01,72
12623,USC00519281,2011-03-14,0.0,65
12624,USC00519281,2011-03-15,0.0,67
12625,USC00519281,2011-03-16,0.0,73
12626,USC00519281,2011-03-17,0.04,71
12627,USC00519281,2011-03-18,0.09,73
12628,USC00519281,2011-03-19,0.17,71
12629,USC00519281,2011-03-20,0.17,72
12630,USC00519281,2011-03-21,0.0,71
12631,USC00519281,2011-03-22,0.1,70
12632,USC00519281,2011-03-23,0.17,72
12633,USC00519281,2011-03-24,0.21,71
12634,USC00519281,2011-03-25,0.02,74
12635,USC00519281,2011-03-26,0.02,73
12636,USC00519281,2011-03-27,0.1,73
12637,USC00519281,2011-03-28,0.0,71
12638,USC00519281,2011-03-29,0.09,70
12639,USC00519281,2011-03-30,0.04,76
12640,USC00519281,2011-03-31,0.0,71
12641,USC00519281,2011-04-01,0.4,71
12642,USC00519281,2011-04-02,0.09,68
12643,USC00519281,2011-04-03,0.01,73
12644,USC00519281,2011-04-04,0.01,72
12645,USC00519281,2011-04-05,0.01,71
12646,USC00519281,2011-04-06,0.25,68
12647,USC00519281,2011-04-07,0.95,66
12648,USC00519281,2011-04-08,0.5,67
12649,USC00519281,2011-04-09,0.32,76
12650,USC00519281,2011-04-10,0.0,74
12651,USC00519281,2011-04-11,0.0,73
12652,USC00519281,2011-04-12,0.0,72
12653,USC00519281,2011-04-13,0.03,65
12654,USC00519281,2011-04-14,0.18,70
12655,USC00519281,2011-04-15,0.06,67
12656,USC00519281,2011-04-16,0.12,71
12657,USC00519281,2011-04-17,0.0,76
12658,USC00519281,2011-04-18,0.0,69
12659,USC00519281,2011-04-19,0.0,67
12660,USC00519281,2011-04-20,0.0,67
12661,USC00519281,2011-04-21,0.0,67
12662,USC00519281,2011-04-22,0.0,76
12663,USC00519281,2011-04-23,0.0,71
12664,USC00519281,2011-04-24,0.02,77
12665,USC00519281,2011-04-25,0.0,73
12666,USC00519281,2011-04-26,0.15,69
12667,USC00519281,2011-04-27,0.05,71
12668,USC00519281,2011-04-28,0.0,73
12669,USC00519281,2011-04-29,0.06,69
12670,USC00519281,2011-04-30,0.41,68
12671,USC00519281,2011-05-01,0.03,71
12672,USC00519281,2011-05-02,1.58,70
12673,USC00519281,2011-05-03,0.4,69
12674,USC00519281,2011-05-04,0.14,72
12675,USC00519281,2011-05-05,0.16,71
12676,USC00519281,2011-05-06,0.94,68
12677,USC00519281,2011-05-07,1.5,70
12678,USC00519281,2011-05-08,3.14,73
12679,USC00519281,2011-05-09,1.18,73
12680,USC00519281,2011-05-10,0.36,74
12681,USC00519281,2011-05-11,1.33,72
12682,USC00519281,2011-05-12,0.14,70
12683,USC00519281,2011-05-13,0.02,74
12684,USC00519281,2011-05-14,0.0,79
12685,USC00519281,2011-05-15,0.0,75
12686,USC00519281,2011-05-16,0.0,73
12687,USC00519281,2011-05-17,0.05,68
12688,USC00519281,2011-05-18,0.64,69
12689,USC00519281,2011-05-19,0.11,67
12690,USC00519281,2011-05-20,0.01,73
12691,USC00519281,2011-05-21,0.09,72
12692,USC00519281,2011-05-22,0.06,76
12693,USC00519281,2011-05-23,0.1,72
12694,USC00519281,2011-05-24,0.0,73
12695,USC00519281,2011-05-25,0.01,72
12696,USC00519281,2011-05-26,0.01,73
12697,USC00519281,2011-05-27,0.23,73
12698,USC00519281,2011-05-28,0.03,74
12699,USC00519281,2011-05-29,0.08,78
12700,USC00519281,2011-05-30,0.02,72
12701,USC00519281,2011-05-31,0.01,72
12702,USC00519281,2011-06-01,0.22,72
12703,USC00519281,2011-06-02,0.42,73
12704,USC00519281,2011-06-03,0.33,73
12705,USC00519281,2011-06-08,0.03,77
12706,USC00519281,2011-06-09,0.05,76
12707,USC00519281,2011-06-10,0.03,79
12708,USC00519281,2011-06-11,0.03,78
12709,USC00519281,2011-06-12,0.32,82
12710,USC00519281,2011-06-13,0.05,79
12711,USC00519281,2011-06-14,0.16,76
12712,USC00519281,2011-06-15,0.0,74
12713,USC00519281,2011-06-16,0.06,74
12714,USC00519281,2011-06-17,0.03,73
12715,USC00519281,2011-06-18,0.01,79
12716,USC00519281,2011-06-19,0.14,77
12717,USC00519281,2011-06-20,0.05,73
12718,USC00519281,2011-06-21,0.57,72
12719,USC00519281,2011-06-22,0.61,72
12720,USC00519281,2011-06-23,0.06,73
12721,USC00519281,2011-06-24,0.81,74
12722,USC00519281,2011-06-25,0.01,77
12723,USC00519281,2011-06-26,0.11,73
12724,USC00519281,2011-06-27,0.09,73
12725,USC00519281,2011-06-28,0.12,72
12726,USC00519281,2011-06-29,0.08,72
12727,USC00519281,2011-06-30,0.03,67
12728,USC00519281,2011-07-01,0.02,72
12729,USC00519281,2011-07-02,0.02,75
12730,USC00519281,2011-07-03,0.0,76
12731,USC00519281,2011-07-04,0.02,76
12732,USC00519281,2011-07-05,0.06,77
12733,USC00519281,2011-07-06,0.03,73
12734,USC00519281,2011-07-07,0.15,72
12735,USC00519281,2011-07-08,0.09,74
12736,USC00519281,2011-07-09,0.05,79
12737,USC00519281,2011-07-10,0.04,77
12738,USC00519281,2011-07-11,0.08,71
12739,USC00519281,2011-07-12,0.01,72
12740,USC00519281,2011-07-13,0.01,73
12741,USC00519281,2011-07-14,0.06,72
12742,USC00519281,2011-07-15,0.22,72
12743,USC00519281,2011-07-16,0.05,75
12744,USC00519281,2011-07-17,0.17,77
12745,USC00519281,2011-07-18,0.04,73
12746,USC00519281,2011-07-19,0.0,73
12747,USC00519281,2011-07-20,0.06,71
12748,USC00519281,2011-07-21,0.28,73
12749,USC00519281,2011-07-22,0.12,74
12750,USC00519281,2011-07-23,0.01,79
12751,USC00519281,2011-07-24,0.02,77
12752,USC00519281,2011-07-25,0.24,69
12753,USC00519281,2011-07-26,0.02,73
12754,USC00519281,2011-07-27,0.25,73
12755,USC00519281,2011-07-28,0.09,73
12756,USC00519281,2011-07-29,0.07,72
12757,USC00519281,2011-07-30,0.85,77
12758,USC00519281,2011-07-31,0.0,76
12759,USC00519281,2011-08-01,0.0,73
12760,USC00519281,2011-08-02,0.08,74
12761,USC00519281,2011-08-03,0.05,77
12762,USC00519281,2011-08-04,0.12,75
12763,USC00519281,2011-08-05,0.07,75
12764,USC00519281,2011-08-06,0.02,78
12765,USC00519281,2011-08-07,0.08,79
12766,USC00519281,2011-08-08,0.0,78
12767,USC00519281,2011-08-09,0.42,73
12768,USC00519281,2011-08-10,0.01,79
12769,USC00519281,2011-08-11,0.0,80
12770,USC00519281,2011-08-12,0.02,78
12771,USC00519281,2011-08-13,0.11,73
12772,USC00519281,2011-08-14,0.08,77
12773,USC00519281,2011-08-15,0.01,80
12774,USC00519281,2011-08-16,0.05,77
12775,USC00519281,2011-08-17,0.05,77
12776,USC00519281,2011-08-18,0.0,77
12777,USC00519281,2011-08-19,0.04,78
12778,USC00519281,2011-08-20,0.07,81
12779,USC00519281,2011-08-21,0.25,75
12780,USC00519281,2011-08-22,0.18,75
12781,USC00519281,2011-08-23,0.17,76
12782,USC00519281,2011-08-24,0.03,75
12783,USC00519281,2011-08-25,0.01,79
12784,USC00519281,2011-08-26,0.04,78
12785,USC00519281,2011-08-27,0.03,78
12786,USC00519281,2011-08-28,0.41,78
12787,USC00519281,2011-08-29,0.07,78
12788,USC00519281,2011-08-30,0.17,76
12789,USC00519281,2011-08-31,0.07,77
12790,USC00519281,2011-09-01,0.09,81
12791,USC00519281,2011-09-02,0.14,78
12792,USC00519281,2011-09-03,0.0,78
12793,USC00519281,2011-09-04,0.0,80
12794,USC00519281,2011-09-05,0.03,77
12795,USC00519281,2011-09-06,0.03,70
12796,USC00519281,2011-09-07,0.0,67
12797,USC00519281,2011-09-08,0.08,68
12798,USC00519281,2011-09-09,0.0,71
12799,USC00519281,2011-09-10,0.36,70
12800,USC00519281,2011-09-11,0.18,77
12801,USC00519281,2011-09-12,0.0,72
12802,USC00519281,2011-09-13,0.01,70
12803,USC00519281,2011-09-14,0.11,71
12804,USC00519281,2011-09-15,0.09,73
12805,USC00519281,2011-09-16,1.25,74
12806,USC00519281,2011-09-17,0.09,74
12807,USC00519281,2011-09-18,0.42,76
12808,USC00519281,2011-09-19,0.14,74
12809,USC00519281,2011-09-20,0.03,74
12810,USC00519281,2011-09-21,0.02,74
12811,USC00519281,2011-09-22,0.16,70
12812,USC00519281,2011-09-23,0.0,72
12813,USC00519281,2011-09-24,0.02,79
12814,USC00519281,2011-09-25,0.0,73
12815,USC00519281,2011-09-26,0.0,66
12816,USC00519281,2011-09-27,0.0,69
12817,USC00519281,2011-09-28,0.1,72
12818,USC00519281,2011-09-29,0.03,73
12819,USC00519281,2011-09-30,0.08,71
12820,USC00519281,2011-10-01,0.01,77
12821,USC00519281,2011-10-02,0.0,77
12822,USC00519281,2011-10-03,0.0,74
12823,USC00519281,2011-10-04,0.05,73
12824,USC00519281,2011-10-05,0.14,74
12825,USC00519281,2011-10-06,0.02,71
12826,USC00519281,2011-10-07,0.15,74
12827,USC00519281,2011-10-08,0.13,75
12828,USC00519281,2011-10-09,0.07,73
12829,USC00519281,2011-10-10,0.0,73
12830,USC00519281,2011-10-11,0.08,71
12831,USC00519281,2011-10-12,0.01,68
12832,USC00519281,2011-10-13,0.06,69
12833,USC00519281,2011-10-14,0.01,71
12834,USC00519281,2011-10-15,0.22,75
12835,USC00519281,2011-10-16,0.06,74
12836,USC00519281,2011-10-17,0.0,68
12837,USC00519281,2011-10-18,0.01,67
12838,USC00519281,2011-10-19,0.38,67
12839,USC00519281,2011-10-20,0.13,69
12840,USC00519281,2011-10-21,0.0,73
12841,USC00519281,2011-10-22,0.34,71
12842,USC00519281,2011-10-23,1.48,72
12843,USC00519281,2011-10-24,2.4,69
12844,USC00519281,2011-10-25,0.03,71
12845,USC00519281,2011-10-26,0.0,71
12846,USC00519281,2011-10-27,0.0,69
12847,USC00519281,2011-10-28,0.3,69
12848,USC00519281,2011-10-29,0.09,71
12849,USC00519281,2011-10-30,0.03,70
12850,USC00519281,2011-10-31,0.55,69
12851,USC00519281,2011-11-01,1.68,75
12852,USC00519281,2011-11-02,0.03,72
12853,USC00519281,2011-11-03,0.29,72
12854,USC00519281,2011-11-04,1.27,71
12855,USC00519281,2011-11-05,0.1,73
12856,USC00519281,2011-11-06,0.12,75
12857,USC00519281,2011-11-07,0.05,71
12858,USC00519281,2011-11-08,0.08,71
12859,USC00519281,2011-11-09,0.06,71
12860,USC00519281,2011-11-10,0.0,71
12861,USC00519281,2011-11-11,0.0,70
12862,USC00519281,2011-11-12,0.02,73
12863,USC00519281,2011-11-13,0.08,71
12864,USC00519281,2011-11-14,0.01,68
12865,USC00519281,2011-11-15,0.0,68
12866,USC00519281,2011-11-16,0.0,70
12867,USC00519281,2011-11-17,0.01,71
12868,USC00519281,2011-11-18,0.04,73
12869,USC00519281,2011-11-19,0.26,74
12870,USC00519281,2011-11-20,0.06,72
12871,USC00519281,2011-11-21,0.22,71
12872,USC00519281,2011-11-22,0.05,70
12873,USC00519281,2011-11-23,0.01,72
12874,USC00519281,2011-11-24,0.0,72
12875,USC00519281,2011-11-25,0.0,70
12876,USC00519281,2011-11-26,0.0,73
12877,USC00519281,2011-11-27,0.01,71
